Year,Quarter,Company_ID,Revenue,Expenses,Operating_Income,Net_Income,Assets,Liabilities,Equity,Cash_Flow,EPS,ROE,ROA,Debt_to_Equity,Stock_Price,Volume_Traded,News_Sentiment_Score,Social_Media_Buzz,Sector_Trend_Index,Global_Economic_Score,Inflation_Rate,Exchange_Rate,Interest_Rate,Audit_Flag,Fraud_Flag,Market_Shock_Flag,Policy_Change_Flag,Target_Revenue_Next_Qtr,Target_Anomaly_Class
2022,3,CMP_008,357804.5838,286687.6363,71116.94754,54962.90977,1252510.567,534716.2921,717794.275,57218.61726,15.0524342,7.65719534,4.388219247,0.744943657,144.1784338,9168,0.426028584,474,0.55396995,0.001601188,2.982533587,82.03525831,6.749188681,0,0,0,0,367342.274,0
2022,4,CMP_008,380430.3459,258985.7354,121444.6105,105231.9159,1179154.929,567104.2045,612050.7241,102773.252,15.63300689,17.19333248,8.924350261,0.926564061,487.8895248,49877,0.840076328,339,0.376229378,0.925583009,4.521306233,76.55279565,9.300794765,0,0,0,0,411024.1429,0
2023,1,CMP_008,360949.724,290006.7481,70942.97593,62194.66183,979076.0504,363125.6223,615950.4281,67621.45907,9.500929753,10.09734858,6.352383128,0.589537089,251.7816964,26570,-0.455369206,461,0.029123785,0.769107744,7.313367002,71.15886449,6.405523932,0,0,0,0,382656.2831,0
2023,2,CMP_008,368519.3194,278698.992,89820.32737,81889.94296,800975.735,434271.2571,366704.4778,77746.36437,11.60665022,22.33131797,10.22377325,1.184254034,274.6036258,22352,-0.600660524,124,0.42270257,0.20087718,3.139914951,73.11251436,7.214944749,0,0,1,0,383160.1147,1
2023,3,CMP_008,375310.0199,268619.4071,106690.6129,90541.19574,1079475.425,676955.6329,402519.792,93781.09122,9.664814557,22.49360095,8.387518016,1.681794651,474.9744522,6783,-0.087173121,286,0.587369869,0.085402484,4.148627935,78.90890137,8.353076494,0,0,0,0,398870.0804,0
2023,4,CMP_008,387016.4602,263290.0267,123726.4335,115135.8859,1097554.305,439545.038,658009.2672,114944.3997,51.9846282,17.49760857,10.49022225,0.66799217,162.1648475,13577,-0.281998464,466,0.346718761,0.746452129,7.2545698,78.91973057,4.656005617,0,0,0,0,390289.4789,0
2024,1,CMP_008,367893.0868,286318.2716,81574.81525,75626.01411,832696.2286,535838.3472,296857.8814,80132.76338,23.06507643,25.47549479,9.082065166,1.805033253,286.5419962,31031,-0.477943217,320,0.233187554,0.864402987,3.165579935,77.35329135,2.128997171,0,0,0,0,369495.9048,0
2024,2,CMP_008,391387.0497,290286.3311,101100.7186,87672.56426,1362718.284,769587.1449,593131.1393,88005.51122,10.58882326,14.781312,6.433652889,1.297499143,161.4566575,1669,-0.950280968,966,0.37895591,0.302767608,4.215422071,80.44908736,9.439374105,0,0,1,0,412515.3365,1
2024,3,CMP_008,393346.3751,263091.0522,130255.3229,112899.156,1460911.273,680847.2837,780063.9896,109239.2545,22.85392612,14.47306342,7.727995398,0.872809529,130.7526033,34551,0.544535114,548,0.888855098,0.745733734,1.246098944,74.37676048,8.292667767,0,0,0,0,387240.3655,0
2024,4,CMP_008,374027.3239,293295.3633,80731.9606,73063.76366,1412726.104,673535.7305,739190.3735,70206.45228,9.274093901,9.884295884,5.171827961,0.911180333,399.18776,48078,-0.045780365,832,0.882205737,0.433888048,6.233179897,84.99378909,7.79944958,0,0,0,0,399965.5906,0
2015,1,CMP_009,475467.2542,320837.0687,154630.1855,140657.373,1523231.952,496269.4321,1026962.519,150245.2105,23.85531539,13.69644659,9.234140137,0.483240062,288.7019466,19595,-0.535420692,846,0.264299753,0.287241348,4.579373629,80.16714637,2.398916612,0,0,0,0,504942.5399,0
2015,2,CMP_009,451900.6963,318270.4856,133630.2107,120345.3883,1445072.768,592139.7924,852932.9753,121345.8328,15.03367777,14.10959498,8.327981189,0.694239535,471.7830532,13397,0.701160395,353,0.410292803,0.332956614,1.874695963,62.66378118,7.506860999,0,0,1,0,445950.1232,1
2015,3,CMP_009,537864.2185,340036.197,197828.0215,187349.6026,1651687.788,1016382.287,635305.5005,194621.1651,19.47256408,29.48968684,11.34291868,1.599832342,415.6486332,30388,-0.367062432,708,0.099763558,0.05451189,5.665680822,80.18840638,6.069471605,0,0,1,0,565537.4078,1
2015,4,CMP_009,506326.2849,308708.598,197617.6869,191718.8096,1536800.998,537532.5455,999268.4528,201151.7477,53.11766689,19.18591636,12.47518773,0.537926064,429.4132176,25078,0.023051282,519,0.935158572,0.363322572,3.732015361,62.65229449,7.363573322,0,0,0,0,537113.0206,0
2016,1,CMP_009,495364.0739,348291.9278,147072.1461,137107.2669,1820414.322,771757.8429,1048656.479,139719.9033,29.73306059,13.07456442,7.531651737,0.735949149,430.4376253,14934,0.862980774,144,0.689823693,0.60244111,1.750727834,72.70422016,7.883827107,1,0,0,0,514240.698,1
2016,2,CMP_009,498771.7666,310642.0767,188129.6899,172402.6383,1311721.926,554280.5865,757441.3394,169686.992,51.07046512,22.76118682,13.14323066,0.731780215,225.2036276,20230,0.240002667,693,0.328604339,0.284913253,4.347985673,64.51591745,5.885045872,0,0,0,0,501249.8504,0
2016,3,CMP_009,520965.1512,323585.291,197379.8601,192306.5931,2017866.099,691142.1518,1326723.947,199936.3461,35.97411922,14.49484602,9.530195947,0.520938929,336.4915459,8848,0.801520325,273,0.834899428,0.75588638,4.383815656,62.79089823,2.923223675,0,0,0,0,543928.3649,0
2016,4,CMP_009,516649.1217,333851.819,182797.3027,172453.381,1316507.928,816847.9169,499660.0112,173111.0629,18.88860094,34.51414504,13.0993044,1.634807466,53.45153443,23495,-0.598870681,290,0.648454914,0.379599356,6.285422904,76.80817025,6.249608375,0,0,0,0,547864.8702,0
2017,1,CMP_009,541641.2639,331801.1153,209840.1486,199106.5888,1388542.496,817564.4612,570978.0349,207034.716,28.91176431,34.87114681,14.33925064,1.431866747,265.5634931,20257,-0.742491125,722,0.44569179,0.049349564,4.985342423,69.56822978,8.057512957,0,0,0,0,553681.0598,0
2017,2,CMP_009,483390.204,311218.8964,172171.3075,153545.8286,1056794.583,514930.322,541864.2606,161858.9572,22.67566884,28.33658533,14.5293921,0.950293938,218.5493911,35878,-0.249801189,560,0.531339953,0.399719551,7.675925385,76.05275588,4.38520285,0,0,0,0,512481.4149,0
2017,3,CMP_009,458864.1957,319589.3327,139274.863,125249.5639,973418.9667,452967.8461,520451.1206,128448.788,25.43436455,24.06557675,12.86697385,0.87033696,379.3626441,13213,-0.735062092,850,0.19412877,0.536607509,7.543754283,80.87391938,8.740276067,0,0,0,0,458188.6254,0
2017,4,CMP_009,474009.864,350124.4988,123885.3652,105211.7119,1275674.467,699838.743,575835.7236,100793.7037,39.24414995,18.27113317,8.24753608,1.215344437,418.9979864,35898,-0.298714617,348,0.3461085,0.835888408,1.708932867,76.89731557,3.98980315,0,0,0,0,504515.1442,0
2018,1,CMP_009,487259.6606,327148.7342,160110.9264,144010.6594,1276360.357,821338.9237,455021.433,149517.4823,31.19597952,31.64920351,11.28291541,1.805055464,56.625178,16659,0.968643958,416,0.002911718,0.009419856,6.661550812,66.48499347,7.089069342,0,0,1,1,513587.0351,1
2018,2,CMP_009,455562.8023,315715.2944,139847.5079,120855.9387,982491.3901,565215.0821,417276.3079,127631.0412,14.81515119,28.96304832,12.3009667,1.354534325,85.03736909,11055,0.658857741,616,0.929870482,0.483796897,4.433143677,62.99366971,8.421249953,0,0,1,1,469313.148,1
2018,3,CMP_009,541734.2247,325382.8905,216351.3342,199673.596,1225418.655,662195.2596,563223.3955,195188.0645,36.44946009,35.45193569,16.29431665,1.175723993,94.32448718,3402,0.043486452,327,0.432437167,0.623172425,1.520998929,72.59229403,3.461001042,0,0,0,0,583285.4526,0
2018,4,CMP_009,475472.6077,311584.4066,163888.2011,149166.6692,968403.0327,543852.9048,424550.128,153445.4464,39.3722542,35.13523124,15.40336659,1.281009871,61.18125675,36771,-0.036027626,639,0.689279321,0.127102614,3.497062185,74.81207485,8.684573641,0,0,0,0,437641.3404,0
2019,1,CMP_009,458083.6152,332580.212,125503.4032,119498.5368,941995.2127,374818.0411,567177.1715,127720.824,25.19353182,21.06899621,12.68568408,0.66084825,365.7600172,48734,-0.7898049,298,0.191277371,0.517117931,7.356585809,80.10936035,2.526638747,0,0,1,0,490856.8606,1
2019,2,CMP_009,495218.4371,313687.6075,181530.8296,175473.9194,1265920.592,544096.0374,721824.5546,184650.7561,49.51286969,24.30977421,13.8613686,0.753778787,241.2169929,40749,0.054294589,918,0.486442387,0.738539039,7.067986491,75.65648187,7.352428123,0,0,0,0,459492.3966,0
2019,3,CMP_009,497913.0855,319995.9867,177917.0988,162117.7057,1746493.595,676982.2554,1069511.339,163763.3053,24.71186414,15.15811004,9.282467809,0.632982775,389.5873367,6344,-0.521482274,980,0.890220671,0.27034859,6.759321701,72.95809808,5.694451852,0,0,0,0,541685.5494,0
2019,4,CMP_009,515649.5542,318969.2519,196680.3023,178784.0852,1503895.343,609027.1323,894868.2111,177410.5529,33.43554113,19.97881733,11.88806695,0.680577458,445.6791389,26362,0.615478586,121,0.096818731,0.476056702,7.941802983,79.26094507,3.684227908,0,0,0,0,532830.7379,0
2020,1,CMP_009,475391.4978,333189.6529,142201.8449,123368.4952,1514186.748,684366.5549,829820.1928,125897.5289,19.13983261,14.86689481,8.147508579,0.824716681,288.7474553,3648,0.514850207,256,0.17641191,0.812732904,4.79232224,63.27699654,8.129256813,0,0,0,0,470505.8545,0
2020,2,CMP_009,494122.9619,312848.4316,181274.5303,170527.0633,1773568.288,855794.1033,917774.1847,168088.5872,50.08300134,18.58050337,9.614913869,0.932466959,264.3744249,36365,0.563270891,794,0.565747307,0.714702316,7.563932308,82.80636403,9.568604945,0,0,0,0,479417.1156,0
2020,3,CMP_009,489045.6947,321347.1058,167698.5889,156062.6828,1023151.248,529533.1237,493618.1239,156140.9932,29.66455466,31.61607633,15.25313908,1.072758673,314.3217732,26017,0.507361031,1,0.819427854,0.905582138,1.838319765,73.29832444,4.276095678,0,0,0,0,510793.7914,0
2020,4,CMP_009,500695.4815,318313.5629,182381.9186,163822.6226,1322499.748,688936.6777,633563.07,159580.2347,117.4414821,25.85735034,12.38734623,1.087400308,365.7791421,29812,0.5713383,458,0.190413496,0.669953491,1.002810808,80.14727923,2.633996849,0,0,0,0,523412.613,0
2021,1,CMP_009,496250.3115,320918.7756,175331.5358,160707.8406,1015757.846,479509.1753,536248.6704,168832.9711,43.2812461,29.96890239,15.82147175,0.894191821,65.38704549,34024,0.985195437,800,0.570312508,0.05357656,1.983493069,75.56373491,3.662590732,0,0,0,1,520867.93,0
2021,2,CMP_009,511209.4451,302114.5346,209094.9105,189420.9285,1184492.972,586308.7816,598184.1903,189882.7444,28.04375621,31.6659871,15.99173089,0.980147572,81.93747627,15267,-0.414149593,572,0.887751525,0.040585712,7.396092458,80.82485346,4.380565732,0,0,1,0,526004.1812,1
2021,3,CMP_009,469253.4582,299590.24,169663.2183,163667.138,1867018.278,589448.9954,1277569.283,168490.7448,32.83440422,12.81082288,8.766231154,0.461383193,475.4797847,39091,0.064173648,600,0.402671208,0.207843721,6.693848255,78.57078191,7.292728528,0,0,0,0,483883.5733,0
2021,4,CMP_009,464978.9388,314324.5877,150654.3511,139281.9231,1049164.631,366335.5048,682829.126,143575.4465,19.67316788,20.39777125,13.27550692,0.5364966,393.1196068,47874,-0.341357445,624,0.013517272,0.162170727,7.894403362,61.89983766,7.430305778,0,0,0,0,498141.5296,0
2022,1,CMP_009,513646.7236,301657.6003,211989.1233,201137.8327,1227151.302,727298.0193,499853.2823,198450.0455,23.11718405,40.23937419,16.39063027,1.455022994,267.0413715,13751,0.801815461,1,0.51916304,0.298057572,3.957775662,67.45844359,4.104206686,0,0,0,0,529467.4118,0
2022,2,CMP_009,541302.0278,330477.7073,210824.3204,197127.8236,1752665.773,724121.5125,1028544.26,205550.8616,161.8648531,19.1657113,11.24731404,0.704025622,187.3291853,32615,-0.839820981,687,0.810259131,0.53657819,2.947520309,61.54019963,3.299987324,0,0,0,0,567300.916,0
2022,3,CMP_009,509221.3031,349674.2835,159547.0196,148479.2267,1388759.998,537069.1969,851690.8014,153523.3956,15.25051766,17.43346605,10.69149651,0.630591755,104.343318,42616,-0.820959606,963,0.446688722,0.25414728,6.77594413,72.1313901,6.347246818,0,0,0,0,536970.4466,0
2022,4,CMP_009,469319.6112,299956.546,169363.0652,157325.4027,1283784.851,436805.2161,846979.6344,156969.8799,22.56011158,18.57487433,12.25481066,0.515721038,339.5765127,3176,-0.079794747,500,0.431660214,0.81756533,6.900649952,73.0114023,8.886486901,0,0,1,0,449641.7018,1
2023,1,CMP_009,531517.3722,316856.4302,214660.942,195326.3501,1883792.734,1199879.019,683913.7146,201735.4488,77.69854136,28.56008673,10.36878137,1.754430411,420.1155726,43718,0.072820766,40,0.458649898,0.676976752,4.480685935,62.34977324,4.325778461,1,0,0,1,554821.513,1
2023,2,CMP_009,519014.0807,338624.3732,180389.7075,162873.2707,1902712.072,1102183.155,800528.9169,162244.4978,40.46096249,20.34570735,8.560058725,1.376818665,168.065222,49158,0.0254998,557,0.69883367,0.853865994,1.981158034,73.60457872,2.064065125,0,0,0,0,538046.9799,0
2023,3,CMP_009,469482.7544,334997.9153,134484.8391,116319.1447,1702485.301,1163022.337,539462.9643,124575.5749,12.37442347,21.56202601,6.832314183,2.155889123,432.1963503,32212,-0.326304597,285,0.271707519,0.212726966,5.225100514,72.59049845,8.936639977,1,0,0,1,500067.0471,1
2023,4,CMP_009,476718.9552,332982.1002,143736.8549,134932.6205,1796022.826,942177.729,853845.0968,132721.6251,44.68970006,15.80293908,7.512856662,1.10345276,257.0476139,37087,-0.774283711,86,0.488309643,0.337719145,4.844879453,78.70902084,8.271428708,0,0,0,1,470452.5136,0
2024,1,CMP_009,469826.0273,336679.1939,133146.8335,115457.3546,1341358.668,548476.4848,792882.1828,116219.766,13.54589621,14.56172899,8.607493092,0.691750296,91.34394348,17799,-0.015284811,84,0.789040604,0.350975624,3.832576192,69.84204715,3.534985475,0,0,1,0,497133.5404,1
2024,2,CMP_009,480215.7148,325799.5892,154416.1256,143282.2171,1596208.069,775664.4014,820543.6674,147741.0475,28.39301217,17.46186373,8.976412278,0.945305451,110.5434783,38036,-0.533910743,639,0.810603848,0.735520706,5.646541368,62.83467739,7.764930325,0,0,1,0,496880.769,1
2024,3,CMP_009,509541.0566,287778.4447,221762.612,214541.1,1779637.171,539838.488,1239798.683,212070.0857,34.45241569,17.30451105,12.05532811,0.435424312,362.9060298,9015,0.260896231,96,0.67177927,0.394341146,1.008990979,63.00398147,6.276436358,0,0,0,0,534989.6734,0
2024,4,CMP_009,511181.3283,336552.3412,174628.9871,166978.7524,1615566.64,1068881.498,546685.1419,166781.4699,23.74459138,30.54386147,10.33561527,1.955204955,110.1937226,39735,0.761762848,424,0.211208259,0.313182051,2.25188748,82.5479027,5.177495091,0,0,0,0,501506.9392,0
2015,1,CMP_010,501650.9419,382846.2952,118804.6467,111446.1118,1696204.982,857217.5553,838987.4266,116205.2096,12.37302116,13.28340667,6.570320978,1.021728727,231.4085939,38809,-0.774652947,858,0.488604926,0.603222136,3.279067928,84.58993249,7.338809304,0,0,0,0,515827.0062,0
2015,2,CMP_010,486690.9212,350841.7007,135849.2206,126908.8209,1133715.106,652631.4257,481083.6808,129627.3877,45.30212359,26.3797809,11.19406632,1.356586082,173.4029246,48361,0.558010788,177,0.147453009,0.073245604,6.686221329,78.81023083,8.026503455,0,0,0,0,464199.3676,0
2015,3,CMP_010,499458.2758,355939.7321,143518.5437,126850.3781,1498732.799,663946.6204,834786.179,126011.7791,18.69510598,15.19555322,8.463842129,0.795349321,352.5445753,49015,-0.169672827,332,0.769772307,0.561355824,7.179855435,73.19530271,6.141038627,0,0,1,0,560811.8102,1
2015,4,CMP_010,511486.1072,347185.1881,164300.9191,147779.5784,1787362.264,759059.3811,1028302.883,147373.1671,17.30324047,14.37121113,8.268026097,0.738167123,54.73148372,8032,-0.716957595,258,0.592984748,0.935994179,5.746857511,70.36074531,7.516273671,0,0,1,0,526027.1804,1
2016,1,CMP_010,464241.2246,387165.2193,77076.00531,71338.59287,957318.2136,499406.5879,457911.6257,77769.08369,12.22302061,15.57911808,7.451920569,1.090617839,423.5768345,43036,-0.346621955,502,0.237070391,0.447272968,1.506634752,83.85329104,3.786043209,0,0,1,0,485567.5017,1
2016,2,CMP_010,502766.1292,375884.3274,126881.8018,113746.0034,1535906.748,547474.6472,988432.1004,108757.8461,13.71878246,11.5077205,7.40578838,0.553881897,62.03579023,39644,0.829232909,570,0.72697792,0.579834238,2.137609513,76.85494057,3.067751034,0,1,0,0,515389.1109,1
2016,3,CMP_010,528858.5986,359324.3277,169534.2709,151194.4895,1607093.061,845351.8583,761741.2026,156239.7491,15.66385852,19.84853766,9.407948623,1.109762549,309.2815813,34359,0.22769189,455,0.577171627,0.936240388,7.066839439,84.56447307,6.2226723,0,0,0,0,568973.1838,0
2016,4,CMP_010,494448.4904,371470.5286,122977.9619,114530.8668,1730091.501,955397.5192,774693.9818,120774.8584,23.20257158,14.784014,6.619931182,1.233257959,467.66771,46765,-0.938350763,280,0.638455071,0.286815747,3.055426742,69.98996279,8.819443341,0,0,0,0,504998.9578,0
2017,1,CMP_010,499648.3413,372533.5473,127114.7941,108105.524,1202566.621,431429.9936,771136.6274,115942.8676,15.16577694,14.01898447,8.989566326,0.559472833,109.5576796,39031,0.601327883,964,0.986349923,0.315216737,1.807107632,62.67478153,7.755679741,0,0,0,0,485010.3609,0
2017,2,CMP_010,487634.9845,333505.9426,154129.0418,135020.9823,1858809.914,979076.8974,879733.0171,135337.3422,30.47656225,15.34794986,7.263840228,1.112925033,217.6890959,42833,0.113464616,994,0.856729947,0.944094786,3.351623074,74.01736203,2.760452295,0,0,0,0,504378.6626,0
2017,3,CMP_010,492966.0006,341802.2433,151163.7573,137078.2687,1668062.769,756012.332,912050.4367,145114.7547,22.41719215,15.02968072,8.217812377,0.828915049,230.9637346,45706,-0.736512401,951,0.820735841,0.614541018,6.825137176,72.35029176,2.947693641,0,0,0,0,506961.2482,0
2017,4,CMP_010,450722.0632,331367.6487,119354.4146,110884.1839,1024375.058,387905.6587,636469.3994,106714.1697,39.84087134,17.42176199,10.82456889,0.609464743,24.41643086,1427,-0.195450465,731,0.973144711,0.193717051,3.420799992,68.94602897,2.067611968,0,0,1,0,435698.4946,1
2018,1,CMP_010,552603.5895,396619.7134,155983.8762,141177.2073,1532977.631,856764.2024,676213.4286,136848.7332,94.97745331,20.87761073,9.209345557,1.267002645,239.4706014,4088,0.025167806,482,0.104660634,0.822647927,2.470331361,69.85209121,4.532819479,0,0,0,0,558946.0653,0
2018,2,CMP_010,426549.5803,371670.8472,54878.73314,42521.91701,1072939.102,701670.7341,371268.3677,46177.22304,14.21981469,11.45314837,3.963124929,1.889928675,149.1774813,9524,-0.042710259,704,0.992092187,0.13035168,6.572479678,69.86938292,5.937729466,0,0,0,0,452825.2974,0
2018,3,CMP_010,478380.6893,369777.2303,108603.4589,101897.0295,1349952.616,754805.507,595147.1094,107578.1094,39.10009107,17.12131806,7.548193048,1.268267114,58.20231074,33848,-0.478667235,640,0.105800359,0.628544031,1.665281685,62.37384119,7.825466858,0,0,0,0,486786.0337,0
2018,4,CMP_010,477092.146,364855.2192,112236.9268,97519.59225,1154118.939,413223.3178,740895.621,106085.3093,10.03355292,13.16239285,8.44970037,0.557734863,496.1085715,18810,-0.442256147,675,0.171398312,0.078980599,5.85308228,79.61808538,8.61162922,0,0,1,0,479944.2818,1
2019,1,CMP_010,508461.9548,389356.2253,119105.7295,110187.0526,2015446.909,1328500.457,686946.4523,107114.7876,89.18958685,16.04012251,5.467127518,1.933921417,350.3987659,20996,-0.159329222,665,0.234005287,0.084387948,2.814507336,60.47319101,2.28714201,0,0,0,0,540618.1646,0
2019,2,CMP_010,481549.2971,388135.8929,93413.40423,81705.19812,1261398.372,622025.858,639372.5143,81551.26414,9.555336656,12.7789663,6.477350844,0.972869249,162.8833835,18671,0.677243592,552,0.686866494,0.913299712,5.260082082,73.9963845,9.688946144,0,0,0,0,508190.3187,0
2019,3,CMP_010,474969.4347,382478.9804,92490.45426,82310.29459,1891381.969,644547.0762,1246834.893,83379.97002,52.69451389,6.601539232,4.35185996,0.516946614,414.1176138,49926,-0.920577585,504,0.672855038,0.843036947,3.791750688,73.05316234,5.212333904,0,0,0,0,476679.6373,0
2019,4,CMP_010,477912.7244,380301.2385,97611.48595,85795.15117,1668053.821,642912.8469,1025140.974,80955.23548,10.73913706,8.369107598,5.143428232,0.627145791,414.3916803,7026,-0.29304505,465,0.378206784,0.793895655,7.120901879,81.27509417,8.217633979,0,0,0,0,458892.798,0
2020,1,CMP_010,513457.431,362169.9354,151287.4956,132969.6053,1131931.572,676499.6673,455431.9048,140056.4983,38.62595465,29.19637468,11.74714167,1.48540245,246.372114,21043,-0.722694942,760,0.112796919,0.705882445,7.381470828,76.31211821,8.190405989,0,0,0,0,487951.1812,0
2020,2,CMP_010,465537.6557,354241.1436,111296.5121,102683.3411,1052020.881,616667.7944,435353.0869,98720.954,25.79416544,23.58622099,9.760580134,1.416477367,155.5993888,4937,0.46083253,777,0.369737811,0.486057542,3.196475003,63.54610994,3.710409685,0,0,0,1,490004.7768,0
2020,3,CMP_010,547899.2101,338680.7834,209218.4267,189577.2517,1679096.701,1111778.169,567318.5326,185822.8331,69.71118398,33.41636855,11.29043083,1.959707122,231.5623729,41768,-0.504870984,985,0.988262115,0.388851496,1.331909453,80.02928758,6.835045753,0,0,0,0,521778.4734,0
2020,4,CMP_010,496697.2996,335034.1657,161663.1339,145696.5891,1233978.326,454948.0597,779030.2663,148644.0975,40.36043453,18.70230149,11.80706225,0.583992791,321.8744696,15986,0.969900633,323,0.283296528,0.000242934,1.888552404,83.34038445,8.938837113,0,0,0,1,498393.0024,0
2021,1,CMP_010,532887.5607,344967.0483,187920.5125,181967.4766,1488085.686,1020123.012,467962.6739,185052.1897,50.67439629,38.88504079,12.22829293,2.179923889,77.7300623,29393,-0.194447731,265,0.373938714,0.950941352,1.155419691,67.59309629,9.36855589,0,0,0,0,537138.1476,0
2021,2,CMP_010,509202.1201,348851.4217,160350.6984,149316.2782,1816110.192,1244242.378,571867.8133,146216.1163,31.20069117,26.11027842,8.221763136,2.17575172,250.8519719,18629,-0.273621753,694,0.805704792,0.108169388,7.906877573,75.48370622,7.206931162,0,0,0,1,555047.4818,0
2021,3,CMP_010,487000.143,376203.3956,110796.7474,105769.5669,1191999.166,519921.9432,672077.2227,115634.3595,18.5174884,15.73771039,8.873292024,0.773604469,118.2626948,43940,0.040320446,9,0.019725746,0.135183054,5.866375218,63.00627466,3.845874213,0,0,0,0,537081.2639,0
2021,4,CMP_010,512975.5221,359420.0168,153555.5053,136989.9298,1472476.454,999424.2813,473052.1726,139003.764,15.43643358,28.958736,9.303369804,2.112714705,409.1974944,8991,0.853095562,412,0.557810126,0.379461381,4.545849999,74.07075593,4.506941556,0,0,0,0,509541.3289,0
2022,1,CMP_010,513671.4852,327240.9479,186430.5372,176037.3901,1156585.116,619620.4185,536964.6977,178914.5028,62.27131226,32.78379208,15.22044401,1.153931387,236.8971414,7908,0.180852206,765,0.442764957,0.253252817,7.364626635,62.54386321,2.39322103,0,0,0,0,568246.63,0
2022,2,CMP_010,485019.9648,388232.0847,96787.88012,91178.94034,1349085.927,831495.4464,517590.4808,98224.0308,12.24644576,17.61603888,6.758571749,1.606473607,118.0345379,44967,0.719708981,423,0.180662699,0.130026256,3.293584746,65.25439588,5.981503676,0,0,0,0,476952.0502,0
2022,3,CMP_010,536894.7707,390410.8598,146483.9109,134282.0175,1949642.668,633807.1292,1315835.539,141514.334,24.62630373,10.20507605,6.887519424,0.481676555,84.20513364,24644,0.041310707,687,0.163545687,0.033649723,1.987767538,75.219949,3.434369882,0,0,0,0,545593.8119,0
2022,4,CMP_010,503485.2449,368424.4419,135060.803,116597.8737,1457247.922,691875.002,765372.9202,123365.9214,63.37940801,15.23412582,8.001237942,0.903971102,270.0195376,19171,0.68287952,866,0.956132856,0.698272594,2.454394406,60.50700787,5.835326389,0,0,0,0,532002.4409,0
2023,1,CMP_010,514916.8739,375020.1738,139896.7001,125649.7869,2045170.175,1137078.937,908091.2375,133553.5862,13.20952169,13.83669192,6.143732608,1.252163759,466.3320802,29546,0.733882086,474,0.171873703,0.059223305,1.737778544,64.61628115,4.728754533,0,0,0,0,540875.9477,0
2023,2,CMP_010,540094.2601,358415.3409,181678.9192,174778.2281,1691895.114,777189.2552,914705.8585,174047.165,69.08480712,19.10758814,10.33032289,0.849660301,180.9623544,15676,0.570143723,618,0.163624,0.124919811,1.186737338,60.31063984,9.038483486,0,0,0,0,529167.0851,0
2023,3,CMP_010,509462.4766,362080.0701,147382.4065,129870.3265,1517896.611,918370.6263,599525.9845,137370.9909,31.42853336,21.6621681,8.555940215,1.531827894,448.2334001,18861,0.055614727,760,0.812693043,0.132603991,2.633773886,71.33426514,6.136967105,0,0,0,0,483291.4124,0
2023,4,CMP_010,466538.1297,372513.2113,94024.91842,83202.92221,1092408.626,426842.1107,665566.5153,86835.43748,17.29449179,12.50106793,7.616465142,0.641321492,267.1652043,34836,0.174265603,854,0.852538741,0.257939507,4.440599581,84.38818323,4.665933924,0,0,0,0,509471.4055,0
2024,1,CMP_010,513392.0605,380500.9197,132891.1408,119045.2053,1488747.42,957784.6881,530962.7323,128397.7403,21.67877392,22.42063294,7.99633327,1.803864245,467.1368236,21012,0.692574673,13,0.454482733,0.209287762,1.026037626,66.03765567,6.077785373,0,0,1,0,506405.1009,1
2024,2,CMP_010,493325.8421,390336.7086,102989.1335,95741.19149,1550847.504,622598.5706,928248.9337,94162.11875,86.74298384,10.31417199,6.17347555,0.670723712,82.56354731,13771,-0.463320417,890,0.98585844,0.308632649,1.912267627,64.97705782,6.701625827,0,0,1,0,516229.4728,1
2024,3,CMP_010,487119.2091,362618.4981,124500.711,109890.0576,1377501.086,562052.658,815448.4282,107992.6143,15.95799349,13.47602789,7.977493357,0.689255922,219.7841749,10916,0.175380255,736,0.565072283,0.858672055,1.822331292,79.64166505,7.388134295,0,0,0,1,509079.2024,0
2024,4,CMP_010,473751.7974,371665.3362,102086.4612,92136.83775,1859178.203,1228162.599,631015.6042,91192.58628,11.1926902,14.60135647,4.955783023,1.946326827,497.8900169,35269,-0.797822812,382,0.520180737,0.294931136,1.106853878,65.5032311,4.255495075,0,0,0,0,485680.7123,0
2015,1,CMP_011,91736.96877,72074.02678,19662.94199,14617.62892,228963.0804,153660.9221,75302.15823,23599.63765,1.952850563,19.41196542,6.384273349,2.040591209,387.5663941,28974,0.528073646,488,0.231582991,0.181218044,6.672123094,63.37595342,5.749213096,0,0,1,1,89901.07871,1
2015,2,CMP_011,91038.19166,69075.61233,21962.57933,12322.71597,233173.4947,160631.328,72542.16672,9623.18838,1.621420412,16.98696982,5.284784183,2.214316656,20.19693893,29020,-0.279675694,407,0.287934094,0.185525975,5.561758564,77.81503518,7.504244152,0,0,1,1,87298.97761,1
2015,3,CMP_011,95368.07955,71121.88183,24246.19772,12461.34556,271682.4904,98540.64631,173141.8441,13857.4364,2.134979283,7.197188885,4.586731202,0.569132475,30.80207717,26544,0.059790593,532,0.680046056,0.635156989,7.366887999,60.45080025,6.45638069,0,0,0,0,97941.07229,0
2015,4,CMP_011,94528.1496,72421.73819,22106.41141,6993.529658,341106.9366,192269.0924,148837.8442,7964.352268,1.243802638,4.698757695,2.050245512,1.291802454,405.4618518,36757,0.691417163,220,0.095690116,0.914584435,1.637254205,76.20522944,5.30555583,0,0,0,0,101082.663,0
